evidence_level,backend,dataset,model,solver,method,nfe,seed,num_samples,metric,metric_direction,fid,source_csv,source_output_dir,source_schedule_dir
offline_proxy_50k_fid,pndm,cifar10,pndm_model_ddim_cifar10,euler,D-GPDE,10,2,50000,FID,lower_is_better,17.523363,outputs/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2/metrics/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2.csv,outputs/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2/samples/pndm/cifar10/pndm_model_ddim_cifar10/euler/GPDE/seed_002/nfe_010,outputs/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2/schedules/GPDE/pndm/cifar10/pndm_model_ddim_cifar10/euler/seed_2/nfe_010
offline_proxy_50k_fid,pndm,cifar10,pndm_model_ddim_cifar10,euler,offline-proxy,10,2,50000,FID,lower_is_better,41.169129,outputs/gpde_pndm_cifar10_50k_offline_proxy_baseline_seeds0_1_2/metrics/gpde_pndm_cifar10_50k_offline_proxy_baseline_seeds0_1_2.csv,outputs/gpde_pndm_cifar10_50k_offline_proxy_baseline_seeds0_1_2/samples/pndm/cifar10/pndm_model_ddim_cifar10/euler/offline-proxy/seed_002/nfe_010,outputs/gpde_pndm_cifar10_50k_offline_proxy_baseline_seeds0_1_2/schedules/offline_proxy/pndm/cifar10/pndm_model_ddim_cifar10/euler/nfe_010
offline_proxy_50k_fid,pndm,cifar10,pndm_model_ddim_cifar10,euler,base,20,0,50000,FID,lower_is_better,11.320701,outputs/gpde_pndm_cifar10_50k_nfe10_20_seed0/metrics/gpde_pndm_cifar10_50k_nfe10_20_seed0.csv,outputs/gpde_pndm_cifar10_50k_nfe10_20_seed0/samples/pndm/cifar10/pndm_model_ddim_cifar10/euler/base/nfe_020,
offline_proxy_50k_fid,pndm,cifar10,pndm_model_ddim_cifar10,euler,Karras,20,0,50000,FID,lower_is_better,10.811829,outputs/gpde_pndm_cifar10_50k_karras_baseline_seeds0_1_2/metrics/gpde_pndm_cifar10_50k_karras_baseline_seeds0_1_2.csv,outputs/gpde_pndm_cifar10_50k_karras_baseline_seeds0_1_2/samples/pndm/cifar10/pndm_model_ddim_cifar10/euler/karras/seed_000/nfe_020,outputs/gpde_pndm_cifar10_50k_karras_baseline_seeds0_1_2/schedules/karras/pndm/cifar10/pndm_model_ddim_cifar10/euler/nfe_020
offline_proxy_50k_fid,pndm,cifar10,pndm_model_ddim_cifar10,euler,D-GPDE,20,0,50000,FID,lower_is_better,10.848666,outputs/gpde_pndm_cifar10_50k_nfe10_20_seed0/metrics/gpde_pndm_cifar10_50k_nfe10_20_seed0.csv,outputs/gpde_pndm_cifar10_50k_nfe10_20_seed0/samples/pndm/cifar10/pndm_model_ddim_cifar10/euler/GPDE/nfe_020,outputs/gpde_pndm_cifar10_50k_nfe10_20_seed0/schedules/GPDE/pndm/cifar10/pndm_model_ddim_cifar10/euler/nfe_020
offline_proxy_50k_fid,pndm,cifar10,pndm_model_ddim_cifar10,euler,offline-proxy,20,0,50000,FID,lower_is_better,22.471397,outputs/gpde_pndm_cifar10_50k_offline_proxy_baseline_seeds0_1_2/metrics/gpde_pndm_cifar10_50k_offline_proxy_baseline_seeds0_1_2.csv,outputs/gpde_pndm_cifar10_50k_offline_proxy_baseline_seeds0_1_2/samples/pndm/cifar10/pndm_model_ddim_cifar10/euler/offline-proxy/seed_000/nfe_020,outputs/gpde_pndm_cifar10_50k_offline_proxy_baseline_seeds0_1_2/schedules/offline_proxy/pndm/cifar10/pndm_model_ddim_cifar10/euler/nfe_020
offline_proxy_50k_fid,pndm,cifar10,pndm_model_ddim_cifar10,euler,base,20,1,50000,FID,lower_is_better,11.117573,outputs/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2/metrics/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2.csv,outputs/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2/samples/pndm/cifar10/pndm_model_ddim_cifar10/euler/base/seed_001/nfe_020,
offline_proxy_50k_fid,pndm,cifar10,pndm_model_ddim_cifar10,euler,Karras,20,1,50000,FID,lower_is_better,10.544320,outputs/gpde_pndm_cifar10_50k_karras_baseline_seeds0_1_2/metrics/gpde_pndm_cifar10_50k_karras_baseline_seeds0_1_2.csv,outputs/gpde_pndm_cifar10_50k_karras_baseline_seeds0_1_2/samples/pndm/cifar10/pndm_model_ddim_cifar10/euler/karras/seed_001/nfe_020,outputs/gpde_pndm_cifar10_50k_karras_baseline_seeds0_1_2/schedules/karras/pndm/cifar10/pndm_model_ddim_cifar10/euler/nfe_020
offline_proxy_50k_fid,pndm,cifar10,pndm_model_ddim_cifar10,euler,D-GPDE,20,1,50000,FID,lower_is_better,10.661299,outputs/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2/metrics/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2.csv,outputs/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2/samples/pndm/cifar10/pndm_model_ddim_cifar10/euler/GPDE/seed_001/nfe_020,outputs/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2/schedules/GPDE/pndm/cifar10/pndm_model_ddim_cifar10/euler/seed_1/nfe_020
offline_proxy_50k_fid,pndm,cifar10,pndm_model_ddim_cifar10,euler,offline-proxy,20,1,50000,FID,lower_is_better,22.309847,outputs/gpde_pndm_cifar10_50k_offline_proxy_baseline_seeds0_1_2/metrics/gpde_pndm_cifar10_50k_offline_proxy_baseline_seeds0_1_2.csv,outputs/gpde_pndm_cifar10_50k_offline_proxy_baseline_seeds0_1_2/samples/pndm/cifar10/pndm_model_ddim_cifar10/euler/offline-proxy/seed_001/nfe_020,outputs/gpde_pndm_cifar10_50k_offline_proxy_baseline_seeds0_1_2/schedules/offline_proxy/pndm/cifar10/pndm_model_ddim_cifar10/euler/nfe_020
offline_proxy_50k_fid,pndm,cifar10,pndm_model_ddim_cifar10,euler,base,20,2,50000,FID,lower_is_better,11.081873,outputs/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2/metrics/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2.csv,outputs/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2/samples/pndm/cifar10/pndm_model_ddim_cifar10/euler/base/seed_002/nfe_020,
offline_proxy_50k_fid,pndm,cifar10,pndm_model_ddim_cifar10,euler,Karras,20,2,50000,FID,lower_is_better,10.555283,outputs/gpde_pndm_cifar10_50k_karras_baseline_seeds0_1_2/metrics/gpde_pndm_cifar10_50k_karras_baseline_seeds0_1_2.csv,outputs/gpde_pndm_cifar10_50k_karras_baseline_seeds0_1_2/samples/pndm/cifar10/pndm_model_ddim_cifar10/euler/karras/seed_002/nfe_020,outputs/gpde_pndm_cifar10_50k_karras_baseline_seeds0_1_2/schedules/karras/pndm/cifar10/pndm_model_ddim_cifar10/euler/nfe_020
offline_proxy_50k_fid,pndm,cifar10,pndm_model_ddim_cifar10,euler,D-GPDE,20,2,50000,FID,lower_is_better,10.617530,outputs/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2/metrics/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2.csv,outputs/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2/samples/pndm/cifar10/pndm_model_ddim_cifar10/euler/GPDE/seed_002/nfe_020,outputs/gpde_pndm_cifar10_50k_nfe10_20_seeds1_2/schedules/GPDE/pndm/cifar10/pndm_model_ddim_cifar10/euler/seed_2/nfe_020
offline_proxy_50k_fid,pndm,cifar10,pndm_model_ddim_cifar10,euler,offline-proxy,20,2,50000,FID,lower_is_better,22.311188,outputs/gpde_pndm_cifar10_50k_offline_proxy_baseline_seeds0_1_2/metrics/gpde_pndm_cifar10_50k_offline_proxy_baseline_seeds0_1_2.csv,outputs/gpde_pndm_cifar10_50k_offline_proxy_baseline_seeds0_1_2/samples/pndm/cifar10/pndm_model_ddim_cifar10/euler/offline-proxy/seed_002/nfe_020,outputs/gpde_pndm_cifar10_50k_offline_proxy_baseline_seeds0_1_2/schedules/offline_proxy/pndm/cifar10/pndm_model_ddim_cifar10/euler/nfe_020
