status,oracle_cache_key,backend,dataset,model_asset,prompt_asset,guidance_scale,seed,solver,nfe,schedule_dir,schedule_hash,edge_objective,oracle_loaded_from_cache,oracle_build_or_load_seconds,per_schedule_oracle_model_eval_equivalents,per_schedule_edge_model_eval_equivalents,per_schedule_total_model_eval_equivalents,schedules_sharing_cache_count,solvers_sharing_cache,nfes_sharing_cache,shared_oracle_model_eval_equivalents,separate_oracle_model_eval_equivalents,shared_total_model_eval_equivalents,separate_total_model_eval_equivalents,saved_model_eval_equivalents,shared_oracle_amortized_model_eval_equivalents,note
OK,bda2855535c943383c01d218,pndm,cifar10,pndm_model_ddim_cifar10,,,0,euler,10,outputs/gpde_pndm_cifar10_50k_nfe10_20_seed0/schedules/GPDE/pndm/cifar10/pndm_model_ddim_cifar10/euler/nfe_010,a65d0283ca9d82ca,7.438635681933798,False,189.17757153511047,40992,4202496,4243488,2,euler,"10,20",40992,81984,8445984,8486976,40992,4222992.0,
OK,bda2855535c943383c01d218,pndm,cifar10,pndm_model_ddim_cifar10,,,0,euler,20,outputs/gpde_pndm_cifar10_50k_nfe10_20_seed0/schedules/GPDE/pndm/cifar10/pndm_model_ddim_cifar10/euler/nfe_020,65bf4a8d376dc401,3.7193178409669034,False,187.92462468147278,40992,4202496,4243488,2,euler,"10,20",40992,81984,8445984,8486976,40992,4222992.0,
