evidence_level,backend,dataset,model,solver,method,optimizer_config,candidate_count,data_samples,proxy_num_samples,initial_steps,subdivision_rounds,target_nfes,stage10_iterations,stage10_best_proxy_fid,stage10_proxy_values,stage10_stop_reason,stage20_iterations_completed,elapsed_seconds,completed_schedule_bundle,reason_not_paper_grade
default_offline_proxy_interrupted_not_paper_grade,pndm,cifar10,pndm_model_ddim_cifar10,euler,offline-proxy-default,configs/clocks/AYS.yaml,11,8192,2048,10,2,"10,20",4,31.999643,"31.999643;38.732228;56.749100;75.824936",early_stop,1,3771.65,false,"default run entered slow stage-20 refinement and was interrupted before schedule bundles were saved"
